date,MCL=F,USO,SPY,GLD,IEF,TLT,DBC,SHY,BIL,CL=F
2020-09-08,,26.75,307.6483459472656,181.2899932861328,104.95870971679688,136.8445281982422,11.155168533325195,75.24073791503906,77.3466796875,36.7599983215332
2020-09-09,,27.40999984741211,313.7234802246094,183.0500030517578,104.90696716308594,136.47679138183594,11.259584426879883,75.24946594238281,77.33820343017578,38.04999923706055
2020-09-10,,26.790000915527344,308.276123046875,182.4600067138672,105.03631591796875,137.17044067382812,11.146468162536621,75.24073791503906,77.33820343017578,37.29999923706055
2020-09-11,,27.040000915527344,308.43316650390625,182.4499969482422,105.20014190673828,137.46292114257812,11.224780082702637,75.25812530517578,77.32977294921875,37.33000183105469
2020-09-14,,26.940000534057617,312.4955749511719,183.88999938964844,105.10528564453125,137.4545440673828,11.233481407165527,75.24946594238281,77.3466796875,37.2599983215332
2020-09-15,,27.520000457763672,314.0743713378906,183.4499969482422,105.05354309082031,137.12022399902344,11.294389724731445,75.25812530517578,77.32977294921875,38.279998779296875
2020-09-16,,28.700000762939453,312.8280029296875,183.97000122070312,104.99324798583984,136.71083068847656,11.50322437286377,75.26687622070312,77.3466796875,40.15999984741211
2020-09-17,,29.229999542236328,310.0765686035156,182.9600067138672,105.02766418457031,137.12864685058594,11.633745193481445,75.24946594238281,77.3466796875,40.970001220703125
2020-09-18,,29.059999465942383,306.5068054199219,183.1999969482422,104.9328384399414,136.70240783691406,11.685953140258789,75.25812530517578,77.32977294921875,41.11000061035156
2020-09-21,,28.290000915527344,303.0954895019531,179.52000427246094,105.12251281738281,137.39610290527344,11.398807525634766,75.24946594238281,77.32977294921875,39.310001373291016
2020-09-22,,28.170000076293945,306.1823425292969,178.64999389648438,105.12251281738281,137.28738403320312,11.346599578857422,75.26687622070312,77.32977294921875,39.599998474121094
2020-09-23,,28.030000686645508,299.0816955566406,174.7899932861328,105.12251281738281,137.47128295898438,11.216078758239746,75.26687622070312,77.32977294921875,39.93000030517578
2020-09-24,,28.5,299.8788146972656,175.44000244140625,105.17428588867188,137.99781799316406,11.26828670501709,75.25812530517578,77.33820343017578,40.310001373291016
2020-09-25,,28.350000381469727,304.7268981933594,174.94000244140625,105.26046752929688,137.99781799316406,11.26828670501709,75.26687622070312,77.32977294921875,40.25
2020-09-28,,28.690000534057617,309.7882995605469,176.6999969482422,105.24324035644531,137.60504150390625,11.364002227783203,75.27555847167969,77.33820343017578,40.599998474121094
2020-09-29,,27.700000762939453,308.1011962890625,178.19000244140625,105.32083892822266,137.7638397216797,11.233481407165527,75.26687622070312,77.33820343017578,39.290000915527344
2020-09-30,,28.290000915527344,310.4372253417969,177.1199951171875,105.03631591796875,136.4433135986328,11.364002227783203,75.27555847167969,77.32977294921875,40.220001220703125
2020-10-01,,27.510000228881836,312.4302062988281,178.6999969482422,105.09580993652344,136.6683807373047,11.224780082702637,75.25812530517578,77.32977294921875,38.720001220703125
2020-10-02,,26.350000381469727,309.4638366699219,178.5399932861328,104.99230194091797,136.15809631347656,11.085556983947754,75.26685333251953,77.32977294921875,37.04999923706055
2020-10-05,,27.93000030517578,314.95159912109375,179.41000366210938,104.32792663574219,133.49769592285156,11.372703552246094,75.24071502685547,77.32977294921875,39.220001220703125
2020-10-06,,28.389999389648438,310.4742736816406,177.3000030517578,104.56954193115234,134.21714782714844,11.416210174560547,75.24071502685547,77.33820343017578,40.66999816894531
2020-10-07,,28.389999389648438,315.87860107421875,177.22000122070312,104.26757049560547,133.23825073242188,11.459715843200684,75.23204803466797,77.32977294921875,39.95000076293945
2020-10-08,,29.139999389648438,318.6781005859375,177.85000610351562,104.45736694335938,133.95779418945312,11.572835922241211,75.23204803466797,77.32977294921875,41.189998626708984
2020-10-09,,28.690000534057617,321.5238342285156,181.0800018310547,104.40563201904297,133.9326629638672,11.607640266418457,75.23204803466797,77.32977294921875,40.599998474121094
2020-10-12,,28.06999969482422,326.6964111328125,180.55999755859375,104.51780700683594,134.35931396484375,11.485820770263672,75.24943542480469,77.33820343017578,39.43000030517578
2020-10-13,,28.459999084472656,324.5643005371094,177.72000122070312,104.7507095336914,135.32138061523438,11.51192569732666,75.24071502685547,77.32977294921875,40.20000076293945
2020-10-14,,28.979999542236328,322.5249328613281,178.27000427246094,104.78523254394531,135.63101196289062,11.590237617492676,75.24071502685547,77.32977294921875,41.040000915527344
2020-10-15,,28.940000534057617,322.1264343261719,178.9199981689453,104.67304992675781,135.39674377441406,11.625042915344238,75.25812530517578,77.32977294921875,40.959999084472656
2020-10-16,,28.719999313354492,321.9317932128906,178.3000030517578,104.61266326904297,135.02029418945312,11.546731948852539,75.24943542480469,77.33820343017578,40.880001068115234
2020-10-19,,28.59000015258789,317.0373229980469,178.38999938964844,104.44012451171875,134.5099639892578,11.555432319641113,75.24943542480469,77.33820343017578,40.83000183105469
